0008,17003
0001,999t
0015,16984
0011,16986
0019,20309
0017,16989
0006,17006
0013,16991
0014,17008
0018,17010
0009,16993
0002,17012
0012,17015
0010,16995
0007,17017
0005,16998
0004,17000
0003,17020
0016,17022
